ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
C317818C47CC8335,electric_bike,2022-03-15 07:11:45.401,2022-03-15 07:18:41.391,E 91 St & 2 Ave,7286.01,E 74 St & 1 Ave,6953.08,40.78115276427916,-73.94963040947914,40.7689738,-73.95482273,member
B714BEC5DDB33A3E,classic_bike,2022-03-09 18:19:29.764,2022-03-09 18:54:23.470,1 Ave & E 39 St,6303.01,Roosevelt Island Tramway,6599.01,40.74714,-73.97113,40.757284,-73.9536,member
4A19425A20ED4392,classic_bike,2022-03-04 07:30:43.751,2022-03-04 07:31:58.323,5 Ave & E 63 St,6904.06,5 Ave & E 63 St,6904.06,40.766368,-73.971518,40.766368,-73.971518,member
F1B2801B596EEB12,electric_bike,2022-03-15 18:53:08.242,2022-03-15 19:19:42.099,W 54 St & 9 Ave,6920.03,Pleasant Ave & E 116 St,7450.05,40.76584941,-73.98690506,40.7949879,-73.9333349,member
5B32BEC9DF318F17,classic_bike,2022-03-09 18:16:51.579,2022-03-09 18:20:55.660,Lenox Ave & W 117 St,7655.22,Lenox Ave & W 130 St,7753.13,40.8025566,-73.9490782,40.8107922,-73.9430681,member
2F22C0277F2C2657,electric_bike,2022-03-20 18:19:50.604,2022-03-20 18:21:16.210,W 54 St & 9 Ave,6920.03,W 54 St & 9 Ave,6920.03,40.76584941,-73.98690506,40.76584941,-73.98690506,member
375B7CBAFB6DCFEF,electric_bike,2022-03-11 13:05:21.274,2022-03-11 13:36:44.680,5 Ave & E 63 St,6904.06,5 Ave & E 63 St,6904.06,40.766368,-73.971518,40.766368,-73.971518,casual
E863C04C97F1EC0F,electric_bike,2022-03-11 17:01:05.986,2022-03-11 17:18:53.173,W 54 St & 9 Ave,6920.03,W 54 St & 9 Ave,6920.03,40.76584941,-73.98690506,40.76584941,-73.98690506,casual
2A9B885C79D280B6,electric_bike,2022-03-10 21:36:02.277,2022-03-10 21:37:47.274,W 54 St & 9 Ave,6920.03,W 54 St & 9 Ave,6920.03,40.76584941,-73.98690506,40.76584941,-73.98690506,casual
CA2D522BF6F761DF,classic_bike,2022-03-09 08:36:43.398,2022-03-09 08:40:53.944,Adam Clayton Powell Blvd & W 126 St,7738.04,Lenox Ave & W 130 St,7753.13,40.80949534777948,-73.94776493310928,40.8107922,-73.9430681,member
F299CD7D7ACA9A74,classic_bike,2022-03-11 16:13:21.110,2022-03-11 17:03:02.180,Fulton St & Adams St,4637.06,Fulton St & Adams St,4637.06,40.69241829257847,-73.98949474096298,40.69241829257847,-73.98949474096298,member
9ECEA2B70B7A07FF,classic_bike,2022-03-11 14:45:47.216,2022-03-11 16:12:42.721,Fulton St & Adams St,4637.06,Fulton St & Adams St,4637.06,40.69241829257847,-73.98949474096298,40.69241829257847,-73.98949474096298,member
DF6B3BA2D233C765,classic_bike,2022-03-02 13:11:30.696,2022-03-02 13:38:25.608,Grand Army Plaza & Plaza St West,4010.15,Grand Army Plaza & Plaza St West,4010.15,40.6729679,-73.97087984,40.6729679,-73.97087984,member
