ride_id,rideable_type,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,year,start_time,end_time,date,month
DF1B12E3B269B98E,classic_bike,W 35 St & 8 Ave,6526.01,E 47 St & Park Ave,6584.12,40.752762088742045,-73.99280458705107,40.75510267,-73.97498696,member,2023,07:16:02.08,07:27:39.22,2023-01-25,1
4CE4DA63701F8DF4,classic_bike,E 82 St & East End Ave,7049.04,E 27 St & 1 Ave,6004.06,40.7724607,-73.9468208,40.739445,-73.976806,member,2023,07:47:03.35,08:12:30.92,2023-01-20,1
17064D57AD927A4E,classic_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,member,2023,14:06:12.64,14:12:53.32,2023-01-20,1
572F9E3A82730A70,classic_bike,3 Ave & Schermerhorn St,4437.01,Pacific St & Nevins St,4362.04,40.68683208,-73.9796772,40.6853761,-73.98302136,member,2023,19:19:54.87,19:22:17.47,2023-01-03,1
4BB62EAABBDB1FB0,electric_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.748814821,-73.988681316,40.74290902,-73.97706058,member,2023,09:44:52.11,09:51:38.70,2023-01-11,1
3E52DDDE02C545BE,electric_bike,W 70 St & Amsterdam Ave,7207.08,West End Ave & W 78 St,7340.07,40.77748046,-73.98288594,40.783786,-73.981687,member,2023,19:01:36.25,19:04:40.80,2023-01-27,1
040331D5909C3C69,classic_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,member,2023,17:23:01.44,17:28:12.97,2023-01-16,1
31B50A9CECF3254A,electric_bike,Broadway & E 14 St,5905.12,E 27 St & 1 Ave,6004.06,40.73454567,-73.99074142,40.739445,-73.976806,member,2023,16:09:47.93,16:16:30.30,2023-01-13,1
F03EB96052ED8CF9,classic_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,member,2023,15:02:32.81,15:08:22.22,2023-01-03,1
8ED183D392694282,electric_bike,3 Ave & Schermerhorn St,4437.01,St Johns Pl & Washington Ave,4001.09,40.68683208,-73.9796772,40.6737236,-73.9631611,member,2023,01:20:20.89,01:27:25.49,2023-01-17,1
943D74834858C793,classic_bike,6 Ave & W 33 St,6364.07,E 27 St & 1 Ave,6004.06,40.74901271,-73.98848395,40.739445,-73.976806,member,2023,07:19:54.91,07:29:11.44,2023-01-25,1
F40D0AA2EA61127D,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,07:43:47.97,07:52:00.76,2023-01-12,1
9A3BDAC9E488353E,classic_bike,E 20 St & Park Ave,6055.08,E 27 St & 1 Ave,6004.06,40.73827428,-73.98751968,40.739445,-73.976806,member,2023,15:07:38.43,15:12:46.82,2023-01-08,1
95CCD6BAAAE4CF75,classic_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,member,2023,19:20:05.23,19:29:10.72,2023-01-28,1
EDC92E0AF80CB362,classic_bike,E 20 St & Park Ave,6055.08,E 27 St & 1 Ave,6004.06,40.73827428,-73.98751968,40.739445,-73.976806,member,2023,15:39:06.77,15:44:16.35,2023-01-30,1
366D1FB8A67F183E,classic_bike,South St & Whitehall St,4846.01,Cliff St & Fulton St,5065.14,40.70122128,-74.01234218,40.70838,-74.00495,member,2023,07:57:13.94,08:04:04.34,2023-01-18,1
053FDAC75898724F,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,06:03:52.14,06:15:09.58,2023-01-04,1
C877D49D774C38EA,classic_bike,E 102 St & Park Ave,7488.24,E 43 St & 2 Ave,6422.08,40.7904828,-73.95033068,40.75022392,-73.97121414,member,2023,07:36:43.37,07:57:47.49,2023-01-05,1
00695318BF980B04,classic_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,member,2023,14:07:05.70,14:12:00.25,2023-01-16,1
8C3949929534CF54,electric_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,member,2023,09:48:02.75,09:54:25.07,2023-01-18,1
FED3A3B9CBD75B72,electric_bike,E 20 St & Park Ave,6055.08,E 43 St & 2 Ave,6422.08,40.73827428,-73.98751968,40.75022392,-73.97121414,casual,2023,14:16:32.34,14:27:55.04,2023-01-09,1
C684C95CBF3136A0,electric_bike,E 5 St & Ave A,5626.06,2 Ave & E 31 St,6197.02,40.724695563,-73.983955264,40.74290902,-73.97706058,casual,2023,22:01:17.93,22:11:43.03,2023-01-02,1
6F61BC6A93F64A4D,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,casual,2023,17:31:55.91,17:41:27.98,2023-01-10,1
48F0BEFB03B63DA6,electric_bike,E 102 St & 1 Ave,7407.13,E 43 St & 2 Ave,6422.08,40.7869946,-73.94164802,40.75022392,-73.97121414,member,2023,16:41:01.69,16:57:17.21,2023-01-04,1
D6E62CB75B4A733D,electric_bike,7 Ave & Central Park South,6912.01,E 27 St & 1 Ave,6004.06,40.766686797,-73.979666948,40.739445,-73.976806,member,2023,09:01:49.55,09:15:42.89,2023-01-26,1
C68021615A2D875E,classic_bike,Broadway & E 14 St,5905.12,Lexington Ave & E 26 St,6089.08,40.73454567,-73.99074142,40.741459,-73.983293,member,2023,16:23:36.33,16:31:24.14,2023-01-20,1
C6F8233E9AA9F302,classic_bike,6 Ave & W 33 St,6364.07,E 27 St & 1 Ave,6004.06,40.74901271,-73.98848395,40.739445,-73.976806,member,2023,12:49:06.76,12:57:06.80,2023-01-25,1
5A652E28CB4B3666,electric_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,casual,2023,18:00:33.98,18:06:05.72,2023-01-20,1
F2C53108208A9C9F,classic_bike,Vesey St & Church St,5216.06,Cliff St & Fulton St,5065.14,40.71221958009051,-74.01047229766846,40.70838,-74.00495,member,2023,17:37:18.46,17:48:47.89,2023-01-26,1
2217BD84D4F091B0,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,casual,2023,23:28:41.90,23:37:29.70,2023-01-16,1
94495AEC5C2947A6,electric_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.748912215,-73.988783002,40.74290902,-73.97706058,member,2023,09:44:28.84,09:53:04.22,2023-01-11,1
DE648D3A7F5AE63E,electric_bike,St Nicholas Ave & Manhattan Ave,7723.01,W 113 St & Broadway,7713.01,40.809725,-73.953149,40.805973,-73.964928,member,2023,09:26:32.55,09:33:15.14,2023-01-12,1
2A1F3B502F867749,classic_bike,Berkeley Pl & 6 Ave,4134.06,Pacific St & Nevins St,4362.04,40.6765304,-73.97846879,40.6853761,-73.98302136,member,2023,14:16:43.77,14:23:35.44,2023-01-02,1
5550828BDC786EED,classic_bike,South St & Whitehall St,4846.01,Cliff St & Fulton St,5065.14,40.70122128,-74.01234218,40.70838,-74.00495,member,2023,07:59:58.98,08:05:33.82,2023-01-17,1
A7E18D8239541E87,electric_bike,7 Ave & Central Park South,6912.01,E 47 St & Park Ave,6584.12,40.7667405590595,-73.9790689945221,40.75510267,-73.97498696,member,2023,10:14:37.20,10:21:36.93,2023-01-09,1
F9D610E1587C0CEC,classic_bike,E 20 St & Park Ave,6055.08,E 27 St & 1 Ave,6004.06,40.73827428,-73.98751968,40.739445,-73.976806,member,2023,19:23:03.41,19:29:41.48,2023-01-11,1
323C66A6F914963D,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,07:29:58.80,07:39:53.13,2023-01-05,1
A7BBBCC25F1D8972,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,09:16:40.73,09:25:27.48,2023-01-31,1
7F8ACD0C667E9F2E,classic_bike,3 Ave & Schermerhorn St,4437.01,Pacific St & Nevins St,4362.04,40.68683208,-73.9796772,40.6853761,-73.98302136,member,2023,18:58:52.29,19:02:29.02,2023-01-03,1
430A4F9E10596BA1,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,08:06:42.22,08:15:43.51,2023-01-24,1
D6C2DD95C27B6112,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,09:23:18.58,09:32:34.08,2023-01-20,1
B4D35CEA0D86EA9C,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,05:18:44.46,05:28:18.12,2023-01-13,1
0E03F08161934CDF,classic_bike,South St & Whitehall St,4846.01,Cliff St & Fulton St,5065.14,40.70122128,-74.01234218,40.70838,-74.00495,member,2023,07:56:12.58,08:01:35.72,2023-01-19,1
492E4C19208779BB,classic_bike,6 Ave & W 33 St,6364.07,2 Ave & E 31 St,6197.02,40.74901271,-73.98848395,40.74290902,-73.97706058,member,2023,13:52:37.73,14:01:04.05,2023-01-31,1
9FF9ED4211E05BAD,electric_bike,E 102 St & 1 Ave,7407.13,E 27 St & 1 Ave,6004.06,40.786967993,-73.94159615,40.739445,-73.976806,member,2023,08:01:50.99,08:24:49.42,2023-01-17,1
CF2F2A2DE2367D61,electric_bike,Lenox Ave & W 111 St,7602.05,W 113 St & Broadway,7713.01,40.7987859,-73.9523,40.805973,-73.964928,member,2023,13:22:01.65,13:27:53.75,2023-01-22,1
FBE934ADF4F200F7,electric_bike,W 35 St & 8 Ave,6526.01,E 47 St & Park Ave,6584.12,40.7526474,-73.992655516,40.75510267,-73.97498696,member,2023,15:18:07.66,15:34:15.26,2023-01-11,1
1602F1933B8C4230,electric_bike,E 102 St & 1 Ave,7407.13,E 27 St & 1 Ave,6004.06,40.7869946,-73.94164802,40.739445,-73.976806,member,2023,08:36:10.32,08:59:00.14,2023-01-13,1
8F7F3C85D41B1600,electric_bike,W 70 St & Amsterdam Ave,7207.08,2 Ave & E 31 St,6197.02,40.77748046,-73.98288594,40.74290902,-73.97706058,member,2023,06:41:17.20,07:05:47.97,2023-01-08,1
F59BB426CE8CE30C,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,07:45:08.38,07:54:27.97,2023-01-05,1
CFA2A2BC635B6FDC,classic_bike,Vesey St & Church St,5216.06,Cliff St & Fulton St,5065.14,40.71221958009051,-74.01047229766846,40.70838,-74.00495,casual,2023,04:58:21.69,05:01:23.60,2023-01-09,1
99B66021385E4FE5,classic_bike,21 St & 4 Ave,3668.04,Kent Ave & N 7 St,5489.03,40.662584,-73.995554,40.72036775298455,-73.96165072917938,member,2023,16:23:23.16,17:02:42.68,2023-01-15,1
653269BA3D1E95E1,classic_bike,South St & Whitehall St,4846.01,Cliff St & Fulton St,5065.14,40.70122128,-74.01234218,40.70838,-74.00495,member,2023,08:12:09.67,08:19:11.76,2023-01-13,1
D93DD3EEE5013B9C,classic_bike,6 Ave & W 33 St,6364.07,E 27 St & 1 Ave,6004.06,40.74901271,-73.98848395,40.739445,-73.976806,member,2023,07:39:38.90,07:48:52.73,2023-01-12,1
B1CC3D8F58B704E3,electric_bike,E 20 St & Park Ave,6055.08,Lexington Ave & E 26 St,6089.08,40.73827428,-73.98751968,40.741459,-73.983293,member,2023,00:33:41.80,00:36:23.25,2023-01-13,1
7641E14CDB71A4E3,classic_bike,Broadway & E 14 St,5905.12,E 27 St & 1 Ave,6004.06,40.73454567,-73.99074142,40.739445,-73.976806,member,2023,08:33:00.34,08:43:08.68,2023-01-09,1
D901F513586B4343,classic_bike,6 Ave & W 33 St,6364.07,E 47 St & Park Ave,6584.12,40.74901271,-73.98848395,40.75510267,-73.97498696,member,2023,18:36:27.04,18:47:49.11,2023-01-11,1
2951E19CAEECFF38,classic_bike,6 Ave & W 33 St,6364.07,E 27 St & 1 Ave,6004.06,40.74901271,-73.98848395,40.739445,-73.976806,member,2023,06:29:25.46,06:40:09.71,2023-01-24,1
4380B9383958D605,electric_bike,Broadway & E 14 St,5905.12,Kent Ave & N 7 St,5489.03,40.73454567,-73.99074142,40.72036775298455,-73.96165072917938,member,2023,13:57:26.15,14:20:27.73,2023-01-21,1
BD0C817CA2041A89,classic_bike,St Nicholas Ave & Manhattan Ave,7723.01,W 113 St & Broadway,7713.01,40.809725,-73.953149,40.805973,-73.964928,member,2023,16:05:52.89,16:14:43.47,2023-01-05,1
BEF1E1881D062AD4,electric_bike,Vesey St & Church St,5216.06,Cliff St & Fulton St,5065.14,40.71221958009051,-74.01047229766846,40.70838,-74.00495,member,2023,16:42:50.82,16:46:13.85,2023-01-04,1
5078F3D302000BD2,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,St Nicholas Ave & W 126 St,7756.1,40.823071718,-73.941738367,40.8114323,-73.9518776,member,2024,18:43:19.01,18:48:10.70,2024-01-22,1
814337105D37302A,electric_bike,W 54 St & 6 Ave,6771.13,E 74 St & 1 Ave,6953.08,40.761822224,-73.977036119,40.7689738,-73.95482273,member,2024,19:19:18.72,19:47:36.00,2024-01-11,1
A33A920E2B10710C,electric_bike,E 11 St & Ave B,5659.11,W 10 St & Washington St,5847.06,40.72759223,-73.979750872,40.73342399437081,-74.00851495563984,casual,2024,19:17:41.69,19:32:49.85,2024-01-30,1
A3A5FC0DD7D34D74,electric_bike,W 54 St & 6 Ave,6771.13,E 74 St & 1 Ave,6953.08,40.761778593,-73.977144361,40.7689738,-73.95482273,member,2024,11:27:01.75,11:38:01.21,2024-01-27,1
6F96728ECEFBDAA4,electric_bike,Madison Ave & E 99 St,7443.01,E 74 St & 1 Ave,6953.08,40.789807916,-73.952213883,40.7689738,-73.95482273,member,2024,15:15:41.00,15:29:26.15,2024-01-16,1
